"You should specify a nonce action to be verified by using the first parameter.","Musisz podać działanie, dla którego &#8222;nonce&#8221; (&#8222;number used once&#8221;; ang. &#8222;liczba używana jednorazowo&#8221;) został stworzony, jako pierwszy parametr funkcji."
"View Tag","Zobacz tag"
"View Category","Zobacz kategorię"
"Wider","Szersze"
"Narrower","Węższe"
"Default width","Domyślna szerokość"
"Word count: %s","Liczba słów: %s"
"Your account is now activated. <a href=\"%s\">Log in</a> or go back to the <a href=\"%s\">homepage</a>.","Twoje konto zostało aktywowane. <a href=\"%s\">Zaloguj się</a> lub powróć na <a href=\"%s\">stronę główną</a>."
"Your account is now activated. <a href=\"%s\">View your site</a> or <a href=\"%s\">Log in</a>","Twoje konto zostało aktywowane. <a href=\"%s\">Zobacz swoją witrynę</a> lub <a href=\"%s\">zaloguj się</a>"
"Help (Alt + Shift + H)","Pomoc (Alt + Shift + H)"
"Howdy, %s","Jak się masz, %s?"
"Exit fullscreen","Powróć do normalnego widoku"
"Just write.","Po prostu pisz."
"Approve and Reply","Zatwierdź i odpowiedz"
"All Posts","Wszystkie wpisy"
"All Pages","Wszystkie strony"
"Updated.","Zaktualizowano."
"fullscreen","pełny ekran"
"Bold (Ctrl + B)","Pogrubienie (Ctrl + B)"
"Italic (Ctrl + I)","Kursywa (Ctrl + I)"
"Ordered list (Alt + Shift + O)","Lista uporządkowana (Alt + Shift + O)"
"Unordered list (Alt + Shift + U)","Lista nieuporządkowana (Alt + Shift + U)"
"Insert/edit image (Alt + Shift + M)","Wstaw/edytuj obrazek (Alt + Shift + M)"
"Insert/edit link (Alt + Shift + A)","Wstaw/edytuj odnośnik (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Usuń odnośnik (Alt + Shift + S)"
"TinyMCE is a platform independent web based Javascript HTML WYSIWYG editor released as Open Source under %sLGPL</a>\tby Moxiecode Systems AB. It has the ability to convert HTML TEXTAREA fields or other HTML elements to editor instances.","TinyMCE jest wieloplatformowym, działającym na stronach internetowych programem napisanym w Javascripcie, który potrafi zamieniać pola TEXTAREA i inne elementy HTML-a w edytory tekstu WYSIWYG. Wydawany jest jako oprogramowanie open source na licencji %sLGPL</a>\tprzez Moxiecode Systems AB."
"Indigo","Indygo"
"Navy Blue","Granatowy"
"Dark green","Ciemnozielony"
"Amber","Bursztynowy"
"Olive","Oliwkowy"
"Words:","Słowa:"
"Maroon","Kasztanowy"
"Poster","Autor"
"Preload","Wczytuj wstępnie"
"Alternative source 2","Alternatywne źródło nr 2"
"Alternative source 1","Alternatywne źródło nr 1"
"Disc","Dysk"
"Upper roman","Wielkie rzymskie"
"Aqua","Akwamaryna"
"Lime","Limonkowy"
"Royal blue","Ciemnogranatowy"
"Turquoise","Turkusowy"
"Yellow green","Żółto-zielony"
"Upper alpha","Wielkie łacińskie"
"Lower roman","Małe rzymskie"
"Burnt orange","Przypalony pomarańczowy"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Schowek działa teraz w trybie czystego tekstu. Kliknij ten przycisk ponownie, aby przełączyć go z powrotem w normalny tryb pracy. Wklejenie czegoś również poskutkuje przywróceniem normalnego trybu pracy."
"Plum","Śliwkowy"
"{#field} must be a number","Zawartość pola {#field} musi być liczbą"
"Medium gray","Średnio ciemny szary"
"Sea green","Morska zieleń"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Schowek działa teraz w trybie czystego tekstu. Kliknij ten przycisk ponownie, aby przełączyć go z powrotem w normalny tryb pracy."
"HTML5 Video Options","Opcje filmów HTML5"
"Very dark gray","Bardzo ciemny szary"
"Press ALT F10 for toolbar. Press ALT 0 for help.","Wciśnij ALT F10, aby wyświetlić pasek narzędzi. Wciśnij ALT 0, aby uzyskać pomoc."
"Accessibility Help","Pomoc dot. dostępności"
"General Usage","Ogólny sposób używania"
"{#field} must be a number greater than {#min}","Zawartość pola {#field} musi być liczbą większą niż {#min}"
"Dark azure","Ciemnolazurowy"
"Dark olive","Ciemnooliwkowy"
"Lower greek","Małe greckie"
"Lower alpha","Małe łacińskie"
"Learn word","Dodaj słowo do słownika"
"Types","Typy"
"Toolbar","Pasek narzędzi"
"{#field} must be a number or percentage","Zawartość pola {#field} musi być liczbą lub wartością procentową"
"Square","Kwadrat"
"Gold","Złoty"
"Light sky blue","Jasnoniebieski"
"Circle","Koło"
"Peach","Brzoskwiniowy"
"Copyright &copy; 2003-2011, <a href=\"http://www.moxiecode.com\" target=\"_blank\">Moxiecode Systems AB</a>, All rights reserved.","Copyright &copy; 2003-2011, <a href=\"http://www.moxiecode.com\" target=\"_blank\">Moxiecode Systems AB</a>. Wszelkie prawa zastrzeżone."
"Sky blue","Błękitny"
"Rich Text Area","Edytor wizualny"
"Pale green","Bladozielony"
"Light yellow","Jasnożółty"
"Teal","Cyraneczka"
"Pale cyan","Bladoturkusowy"
"Grayish blue","Szaroniebieski"
"Destination directory for file streaming does not exist or is not writable.","Katalog docelowy przesyłania strumieniowego nie istnieje lub nie ma uprawnień do zapisu do niego."
"There are no HTTP transports available which can complete the requested request.","Brak dostępnych transportów HTTP, które mogłyby zostać użyte do wykonania polecenia."
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comment already.","Dotychczas <a href=\"%s\">Akismet</a> ochronił Twoją witrynę przed %s komentarzem będącym spamem."
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comments already.","Dotychczas <a href=\"%s\">Akismet</a> ochronił Twoją witrynę przed %s komentarzami będącymi spamem."
"There's <a href=\"%s\">%s comment</a> in your spam queue right now.","W kolejce znajduje się obecnie <a href=\"%s\">%s komentarz</a>."
"There are <a href=\"%s\">%s comments</a> in your spam queue right now.","W kolejce znajdują się obecnie <a href=\"%s\">%s komentarze</a>."
"<a href=\"%s\">Akismet</a> blocks spam from getting to your blog.","<a href=\"%s\">Akismet</a> zapobiega dostawaniu się spamu do Twojego blogu."
"<strong>Sign up success!</strong> Please check your email for your Akismet API Key and enter it below.","<strong>Rejestracja powiodła się!</strong> Proszę sprawdzić, czy na podany adres e-mail została już dostarczona wiadomość z kluczem do API Akismeta, a następnie wprowadzić go poniżej."
"Flagged as spam by Akismet","Oznaczony jako spam przez Akismeta"
"History","Oś czasu"
"There's nothing in your <a href='%s'>spam queue</a> at the moment.","W <a href='%s'>kolejce</a> nie znajdują się obecnie żadne komentarze."
"Cleared by Akismet","Przepuszczony przez Akismeta"
"Enter the destination URL","Wprowadź docelowy adres URL…"
"Or link to existing content","… lub dodaj odnośnik do już opublikowanych treści"
"Conditional query tags do not work before the query is run. Before then, they always return false.","Warunkowe tagi zapytań nie działają przed uruchomieniem zapytania; zwracają wówczas fałsz."
"The user is already active.","To konto zostało już aktywowane."
"%s was called <strong>incorrectly</strong>. %s %s","Funkcja %s została wywołana <strong>nieprawidłowo</strong>. %s %s"
"(This message was added in version %s.)","(Ten komunikat został dodany w wersji %s.)"
"<strong>ERROR</strong>: The password you entered for the username <strong>%s</strong> is incorrect. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>BŁĄD</strong>: Wprowadzone hasło nie jest hasłem do konta o nazwie <strong>%s</strong>. <a href=\"%s\" title=\"Hasło utracone i znalezione\">Nie pamiętasz swojego hasła</a>?"
"Sorry, you cannot publish this post.","Przepraszamy, nie możesz opublikować tego wpisu."
"Comment History","Oś czasu komentarzy"
"<a href=\"%s\" target=\"_blank\">Click here</a> to confirm that <a href=\"%s\" target=\"_blank\">Akismet.com is up</a>.","<a href=\"%s\" target=\"_blank\">Kliknij tutaj</a>, aby sprawdzić, czy strona <a href=\"%s\" target=\"_blank\">Akismet.com działa</a>."
"Akismet %s requires WordPress 3.0 or higher.","Akismet %s do działania wymaga WordPressa w wersji 3.0 lub nowszej."
"%s approved","%s zatwierdzone"
"%s reported this comment as not spam","Ten komentarz został zgłoszony jako niebędący spamem; wykonawca działania: %s"
"Akismet caught this comment as spam","Akismet wychwycił ten komentarz jako będący spamem"
"%s reported this comment as spam","Ten komentarz został zgłoszony jako spam; wykonawca działania: %s"
"Akismet caught this comment as spam during an automatic retry.","Akismet wychwycił ten komentarz jako będący spamem podczas automatycznej ponownej próby sprawdzenia."
"Re-trying","Próbowanie ponownie"
"Auto-delete spam submitted on posts more than a month old.","Automatycznie usuwaj komentarze do wpisów oznaczone jako spam po upływie miesiąca od daty ich wysłania."
"Your WordPress home URL %s is invalid.  Please fix the <a href=\"%s\">home option</a>.","Podany adres strony domowej - %s - jest nieprawidłowy.  Proszę poprawić zawartość <a href=\"%s\">pola z adresem strony domowej</a>."
"Show the number of comments you've approved beside each comment author.","Przy podpisach autorów wyświetlaj liczbę napisanych przez nich komentarzy, które zostały zatwierdzone."
"%s changed the comment status to %s","Stan tego komentarza został zmieniony na &#8222;%s&#8221;; wykonawca działania: %s"
"Comment status was changed to %s","Stan komentarza został zmieniony na &#8222;%s&#8221;"
"Akismet cleared this comment during an automatic retry.","Akismet przepuścił ten komentarz podczas automatycznego ponownego sprawdzenia."
"Akismet cleared this comment","Akismet przepuścił ten komentarz"
"Comment was caught by wp_blacklist_check","Komentarz został przechwycony przez funkcję wp_blacklist_check"
"Accessible","Dostępne"
"Akismet was unable to check this comment (response: %s), will automatically retry again later.","Akismet nie mógł sprawdzić tego komentarza (odpowiedź serwera: %s), ale spróbuje zrobić to ponownie później."
"Permalink: %s","Bezpośredni odnośnik: %s"
"Standard","Zwykły wpis"
"Post types cannot exceed 20 characters in length","Nazwy typów wpisów nie mogą składać się z więcej niż 20 znaków"
"Your address will be %s.","Twoim adresem będzie %s."
"domain","domena"
"Invalid post format","Nieprawidłowy format wpisu"
"Whois  : http://whois.arin.net/rest/ip/%s","Whois     : http://whois.arin.net/rest/ip/%s"
"Open link in a new window/tab","Otwórz odnośnik w nowym oknie/nowej karcie"
"No search term specified. Showing recent items.","Nie wprowadzono kryteriów wyszukiwania. Wyświetlane są najnowsze pozycje."
"Only a static class method or function can be used in an uninstall hook.","Przy odinstalowywaniu użyta może być jedynie statyczna metoda klasy lub funkcja."
"Passing an integer number of posts is deprecated. Pass an array of arguments instead.","Podawanie liczby całkowitej jako argumentu w celu określenia liczby wpisów jest przestarzałą praktyką. Zamiast tego proszę podać tablicę."
"Aside","Notatka na marginesie"
"Chat","Czat"
"Gallery","Galeria"
"Image","Obrazek"
"Quote","Cytat"
"Status","Stan"
"No pages found in Trash.","Nie znaleziono żadnych stron w koszu."
"No pages found.","Nie znaleziono żadnych stron."
"No posts found in Trash.","Nie znaleziono żadnych wpisów w koszu."
"Shortlink","Skrócony odnośnik"
"Invalid attachment ID.","Nieprawidłowy identyfikator załącznika."
"This file no longer needs to be included.","Ten plik nie musi już być załączony."
"Please enter your username or email address. You will receive a link to create a new password via email.","Proszę wprowadzić swoją nazwę użytkownika lub adres e-mail. Odnośnik pozwalający na utworzenie nowego hasła zostanie wysłany e-mailem."
"Display as dropdown","Wyświetlaj jako rozwijalne menu"
"Large size image height","Wysokość obrazka w dużym rozmiarze"
"Medium size image width","Szerokość obrazka w średnim rozmiarze"
"Medium size image height","Wysokość obrazka w średnim rozmiarze"
"Large size image width","Szerokość obrazka w dużym rozmiarze"
"Crop thumbnail to exact dimensions","Przytnij miniaturę do określonych wymiarów"
"Thumbnail Height","Wysokość miniatury"
"Thumbnail Width","Szerokość miniatury"
"No matches found.","Nie znaleziono pasujących pozycji."
"New password","Nowe hasło"
"Confirm new password","Potwierdź nowe hasło"
"To reset your password, visit the following address:","Aby ustawić nowe hasło, przejdź pod poniższy adres:"
"Reset Password","Zapisz nowe hasło"
"The passwords do not match.","Wprowadzone hasła się nie zgadzają."
"Password Reset","Ustawianie nowego hasła"
"Your password has been reset.","Twoje nowe hasło zostało zapisane."
"Someone requested that the password be reset for the following account:","Ktoś poprosił o wygenerowanie nowego hasła dla następującego konta:"
"If this was a mistake, just ignore this email and nothing will happen.","Jeśli jest to błąd, po prostu zignoruj tego e-maila, a nic się nie stanie."
"Enter your new password below.","Poniżej wprowadź swoje nowe hasło."
"Invalid post","Nieprawidłowy wpis"
"Edit My Profile","Edycja profilu"
"My Account","Moje konto"
"Manage Comments","Zarządzaj komentarzami"
"View comment history","Pokaż oś czasu komentarzy"
"Akismet was unable to re-check this comment (response: %s)","Akismet nie mógł sprawdzić tego komentarza ponownie (odpowiedź serwera: %s)"
"Flagged as spam by %s","Oznaczony jako spam przez %s"
"Akismet re-checked and caught this comment as spam","Akismet sprawdził wykonał ponowne sprawdzenie i określił ten komentarz jako spam"
"Please <a href=\"%s\">upgrade WordPress</a> to a current version, or <a href=\"%s\">downgrade to version 2.4 of the Akismet plugin</a>.","Proszę <a href=\"%s\">zaktualizować WordPressa</a> do najnowszej wersji lub <a href=\"%s\">zainstalować wersję 2.4 wtyczki Akismet</a>."
"Un-spammed by %s","Oznaczenie tego komentarza jako spam zostało cofnięte; wykonawca działania: %s"
"Akismet re-checked and cleared this comment","Akismet sprawdził ten komentarz ponownie i przepuścił go"
